AT1;I;0
AT2;I;1
PaT1;I;2
PaT2;I;3
PaT2;I;4
PaT2;I;5
PaT3;I;6
PaT3;I;7
PaT4;I;8
PaT4;I;9
PaT4;I;10
PaT5;I;11
PaT5;I;12
PaT5;I;13
PaT5;I;14
PaT5;I;15
PaT5;I;16
PaT6;I;17
PaT6;I;18
PaT6;I;19
PaT6;I;20
PaT6;I;21
PaT6;I;22
PaT7;I;23
PaT7;I;24
PaT7;I;25
PaT8;I;26
PaT9;I;27
PaT9;I;28
PaT9;I;29
PaT10;I;30
PaT10;I;31
SaT1;I;32
SaT2;I;33
SaT2;I;34
SaT2;I;35
SaT3;I;36
SaT3;I;37
SaT3;I;38
SaT3;I;39
SaT3;I;40
SaT3;I;41
SaT4;I;42
SaT5;I;43
SaT5;I;44
SaT5;I;45
SaT5;I;46
SaT5;I;47
SaT5;I;48
SaT6;I;49
SaT6;I;50
SaT6;I;51
SaT7;I;52
PbT1;I;53
PbT2;I;54
PbT2;I;55
PbT2;I;56
PbT3;I;57
PbT3;I;58
PbT4;I;59
PbT4;I;60
PbT4;I;61
PbT5;I;62
PbT5;I;63
PbT5;I;64
PbT5;I;65
PbT5;I;66
PbT5;I;67
PbT6;I;68
PbT6;I;69
PbT6;I;70
PbT6;I;71
PbT6;I;72
PbT6;I;73
PbT7;I;74
PbT7;I;75
PbT7;I;76
PbT8;I;77
PbT9;I;78
PbT9;I;79
PbT9;I;80
PbT10;I;81
PbT10;I;82
SbT1;I;83
SbT2;I;84
SbT2;I;85
SbT2;I;86
SbT3;I;87
SbT3;I;88
SbT3;I;89
SbT3;I;90
SbT3;I;91
SbT3;I;92
SbT4;I;93
SbT5;I;94
SbT5;I;95
SbT5;I;96
SbT5;I;97
SbT5;I;98
SbT5;I;99
SbT6;I;100
SbT6;I;101
SbT6;I;102
SbT7;I;103
MT1;I;104
MT2;I;105
MT2;I;106
MT2;I;107
MT3;I;108
MT3;I;109
MT4;I;110
MT5;I;111
MT6;I;112
MT6;I;113
MT6;I;114
MM;I;115
MM;I;116
MM;I;117
MR;I;118
MR;I;119
MR;I;120
MR;I;121
MR;I;122
MR;I;123
MR;I;124
MR;I;125
MR;I;126
MR;I;127
CT1;I;128
CT2;I;129
CT2;I;130
CT2;I;131
CT3;I;132
CT4;I;133
CT4;I;134
CT4;I;135
CT5;I;136
CT5;I;137
CT5;I;138
CT6;I;139
CT7;I;140
CT7;I;141
CT7;I;142
CT8;I;143
PM1;I;144
PM2;I;145
AT1;O;0
AT1;O;1
AT2;O;2
AT2;O;3
AT2;O;4
PaT1;O;5
PaT1;O;6
PaT2;O;7
PaT2;O;8
PaT2;O;9
PaT2;O;10
PaT3;O;11
PaT3;O;12
PaT4;O;13
PaT4;O;14
PaT4;O;15
PaT4;O;16
PaT5;O;17
PaT5;O;18
PaT5;O;19
PaT5;O;20
PaT5;O;21
PaT5;O;22
PaT5;O;23
PaT5;O;24
PaT5;O;25
PaT6;O;26
PaT6;O;27
PaT6;O;28
PaT6;O;29
PaT6;O;30
PaT6;O;31
PaT6;O;32
PaT6;O;33
PaT6;O;34
PaT7;O;35
PaT7;O;36
PaT7;O;37
PaT7;O;38
PaT8;O;39
PaT8;O;40
PaT9;O;41
PaT9;O;42
PaT9;O;43
PaT9;O;44
PaT10;O;45
PaT10;O;46
SaT1;O;47
SaT1;O;48
SaT2;O;49
SaT2;O;50
SaT2;O;51
SaT2;O;52
SaT3;O;53
SaT3;O;54
SaT3;O;55
SaT3;O;56
SaT3;O;57
SaT3;O;58
SaT3;O;59
SaT3;O;60
SaT3;O;61
SaT4;O;62
SaT4;O;63
SaT5;O;64
SaT5;O;65
SaT5;O;66
SaT5;O;67
SaT5;O;68
SaT5;O;69
SaT5;O;70
SaT5;O;71
SaT5;O;72
SaT6;O;73
SaT6;O;74
SaT6;O;75
SaT6;O;76
SaT7;O;77
SaT7;O;78
PbT1;O;79
PbT1;O;80
PbT2;O;81
PbT2;O;82
PbT2;O;83
PbT2;O;84
PbT3;O;85
PbT3;O;86
PbT4;O;87
PbT4;O;88
PbT4;O;89
PbT4;O;90
PbT5;O;91
PbT5;O;92
PbT5;O;93
PbT5;O;94
PbT5;O;95
PbT5;O;96
PbT5;O;97
PbT5;O;98
PbT5;O;99
PbT6;O;100
PbT6;O;101
PbT6;O;102
PbT6;O;103
PbT6;O;104
PbT6;O;105
PbT6;O;106
PbT6;O;107
PbT6;O;108
PbT7;O;109
PbT7;O;110
PbT7;O;111
PbT7;O;112
PbT8;O;113
PbT8;O;114
PbT9;O;115
PbT9;O;116
PbT9;O;117
PbT9;O;118
PbT10;O;119
PbT10;O;120
SbT1;O;121
SbT1;O;122
SbT2;O;123
SbT2;O;124
SbT2;O;125
SbT2;O;126
SbT3;O;127
SbT3;O;128
SbT3;O;129
SbT3;O;130
SbT3;O;131
SbT3;O;132
SbT3;O;133
SbT3;O;134
SbT3;O;135
SbT4;O;136
SbT4;O;137
SbT5;O;138
SbT5;O;139
SbT5;O;140
SbT5;O;141
SbT5;O;142
SbT5;O;143
SbT5;O;144
SbT5;O;145
SbT5;O;146
SbT6;O;147
SbT6;O;148
SbT6;O;149
SbT6;O;150
SbT7;O;151
SbT7;O;152
MT1;O;153
MT1;O;154
MT2;O;155
MT2;O;156
MT2;O;157
MT2;O;158
MT3;O;159
MT3;O;160
MT4;O;161
MT4;O;162
MT5;O;163
MT5;O;164
MT6;O;165
MT6;O;166
MT6;O;167
MT6;O;168
MR;O;169
MR;O;170
MR;O;171
MR;O;172
MR;O;173
MR;O;174
MR;O;175
CT1;O;176
CT1;O;177
CT2;O;178
CT2;O;179
CT2;O;180
CT2;O;181
CT3;O;182
CT3;O;183
CT4;O;184
CT4;O;185
CT4;O;186
CT4;O;187
CT5;O;188
CT5;O;189
CT5;O;190
CT5;O;191
CT6;O;192
CT6;O;193
CT7;O;194
CT7;O;195
CT7;O;196
CT7;O;197
CT8;O;198
CT8;O;199